CA                       CM                       CW                       CZ                       CX                       AoA [Deg]                Mach [-]                 Eta [Deg]                AoA size                 Mach size                Eta size                 
1.180906                 -0.519050                0.141747                 -1.184572                0.106875                 12.000000                0.500000                 0.436332                 20                       8                        7                        
1.292906                 -0.566050                0.196747                 -1.302099                0.121880                 14.000000                0.500000                 0.436332                 20                       8                        7                        
1.391906                 -0.624550                0.253747                 -1.407928                0.139744                 16.000000                0.500000                 0.436332                 20                       8                        7                        
1.468906                 -0.688650                0.315747                 -1.494584                0.153624                 18.000000                0.500000                 0.436332                 20                       8                        7                        
1.519906                 -0.759050                0.315747                 -1.536237                0.223133                 20.000000                0.500000                 0.436332                 20                       8                        7                        
1.631906                 -0.843150                0.315747                 -1.631358                0.318567                 22.000000                0.500000                 0.436332                 20                       8                        7                        
1.691906                 -0.909450                0.315747                 -1.674059                0.399711                 24.000000                0.500000                 0.436332                 20                       8                        7                        
1.715906                 -0.936650                0.315747                 -1.680661                0.468412                 26.000000                0.500000                 0.436332                 20                       8                        7                        
1.736906                 -0.924350                0.315747                 -1.681832                0.536640                 28.000000                0.500000                 0.436332                 20                       8                        7                        
-0.475111                -0.190443                0.154929                 0.496940                 -0.052762                -12.000000               0.600000                 0.436332                 20                       8                        7                        
-0.193111                -0.245143                0.057929                 0.199293                 -0.030489                -8.000000                0.600000                 0.436332                 20                       8                        7                        
0.079889                 -0.291543                0.010929                 -0.078932                -0.016475                -4.000000                0.600000                 0.436332                 20                       8                        7                        
0.212889                 -0.311943                -0.000071                -0.212762                -0.007358                -2.000000                0.600000                 0.436332                 20                       8                        7                        
0.341889                 -0.328443                -0.003071                -0.341889                0.003071                 0.000000                 0.600000                 0.436332                 20                       8                        7                        
0.472889                 -0.343443                -0.002071                -0.472529                0.018574                 2.000000                 0.600000                 0.436332                 20                       8                        7                        
0.605889                 -0.361743                0.005929                 -0.604827                0.036350                 4.000000                 0.600000                 0.436332                 20                       8                        7                        
0.741889                 -0.384043                0.021929                 -0.740117                0.055740                 6.000000                 0.600000                 0.436332                 20                       8                        7                        
0.949889                 -0.428943                0.069929                 -0.949134                0.079528                 9.000000                 0.600000                 0.436332                 20                       8                        7                        
1.021889                 -0.448443                0.090929                 -1.022154                0.087902                 10.000000                0.600000                 0.436332                 20                       8                        7                        
1.096889                 -0.470843                0.115929                 -1.098857                0.095498                 11.000000                0.600000                 0.436332                 20                       8                        7                        
1.171889                 -0.494443                0.142929                 -1.175997                0.103844                 12.000000                0.600000                 0.436332                 20                       8                        7                        
1.283889                 -0.542343                0.198929                 -1.293878                0.117581                 14.000000                0.600000                 0.436332                 20                       8                        7                        
1.381889                 -0.602543                0.255929                 -1.398901                0.134886                 16.000000                0.600000                 0.436332                 20                       8                        7                        
1.456889                 -0.668043                0.317929                 -1.483829                0.147835                 18.000000                0.600000                 0.436332                 20                       8                        7                        
1.506889                 -0.739343                0.317929                 -1.524751                0.216631                 20.000000                0.600000                 0.436332                 20                       8                        7                        
1.620889                 -0.824243                0.317929                 -1.621961                0.312417                 22.000000                0.600000                 0.436332                 20                       8                        7                        
1.693889                 -0.893943                0.317929                 -1.676758                0.398525                 24.000000                0.600000                 0.436332                 20                       8                        7                        
1.730889                 -0.923743                0.317929                 -1.695084                0.473020                 26.000000                0.600000                 0.436332                 20                       8                        7                        
1.760889                 -0.912543                0.317929                 -1.704032                0.545973                 28.000000                0.600000                 0.436332                 20                       8                        7                        
-0.515218                -0.149273                0.159110                 0.537040                 -0.048514                -12.000000               0.700000                 0.436332                 20                       8                        7                        
-0.232218                -0.204973                0.068110                 0.239437                 -0.035129                -8.000000                0.700000                 0.436332                 20                       8                        7                        
0.045782                 -0.251673                0.015110                 -0.044617                -0.018267                -4.000000                0.700000                 0.436332                 20                       8                        7                        
0.180782                 -0.271773                0.004110                 -0.180529                -0.010417                -2.000000                0.700000                 0.436332                 20                       8                        7                        
0.312782                 -0.287973                -0.001890                -0.312782                0.001890                 0.000000                 0.700000                 0.436332                 20                       8                        7                        
0.445782                 -0.302873                0.002110                 -0.445585                0.013448                 2.000000                 0.700000                 0.436332                 20                       8                        7                        
0.581782                 -0.321273                0.011110                 -0.581140                0.029500                 4.000000                 0.700000                 0.436332                 20                       8                        7                        
0.718782                 -0.343773                0.028110                 -0.717783                0.047177                 6.000000                 0.700000                 0.436332                 20                       8                        7                        
0.927782                 -0.388973                0.079110                 -0.928735                0.067001                 9.000000                 0.700000                 0.436332                 20                       8                        7                        
0.999782                 -0.408773                0.103110                 -1.002498                0.072066                 10.000000                0.700000                 0.436332                 20                       8                        7                        
1.074782                 -0.431473                0.128110                 -1.079480                0.079322                 11.000000                0.700000                 0.436332                 20                       8                        7                        
1.149782                 -0.455773                0.147110                 -1.155243                0.095158                 12.000000                0.700000                 0.436332                 20                       8                        7                        
1.261782                 -0.505273                0.195110                 -1.271504                0.115938                 14.000000                0.700000                 0.436332                 20                       8                        7                        
1.358782                 -0.567273                0.245110                 -1.373707                0.138916                 16.000000                0.700000                 0.436332                 20                       8                        7                        
1.433782                 -0.634573                0.308110                 -1.458819                0.150033                 18.000000                0.700000                 0.436332                 20                       8                        7                        
1.480782                 -0.706973                0.308110                 -1.496860                0.216928                 20.000000                0.700000                 0.436332                 20                       8                        7                        
1.598782                 -0.792173                0.308110                 -1.597785                0.313239                 22.000000                0.700000                 0.436332                 20                       8                        7                        
1.683782                 -0.862573                0.308110                 -1.663532                0.403383                 24.000000                0.700000                 0.436332                 20                       8                        7                        
1.736782                 -0.895373                0.308110                 -1.696076                0.484428                 26.000000                0.700000                 0.436332                 20                       8                        7                        
1.781782                 -0.889673                0.308110                 -1.717870                0.564451                 28.000000                0.700000                 0.436332                 20                       8                        7                        
-0.571105                -0.092095                0.170601                 0.594095                 -0.048133                -12.000000               0.800000                 0.436332                 20                       8                        7                        
-0.285105                -0.148995                0.083601                 0.293966                 -0.043108                -8.000000                0.800000                 0.436332                 20                       8                        7                        
-0.001105                -0.196095                0.022601                 0.002679                 -0.022469                -4.000000                0.800000                 0.436332                 20                       8                        7                        
0.136895                 -0.215695                0.008601                 -0.136511                -0.013373                -2.000000                0.800000                 0.436332                 20                       8                        7                        
0.272895                 -0.231395                0.001601                 -0.272895                -0.001601                0.000000                 0.800000                 0.436332                 20                       8                        7                        
0.408895                 -0.245995                0.005601                 -0.408841                0.008673                 2.000000                 0.800000                 0.436332                 20                       8                        7                        
0.546895                 -0.264495                0.017601                 -0.546790                0.020591                 4.000000                 0.800000                 0.436332                 20                       8                        7                        
0.685895                 -0.287195                0.039601                 -0.686277                0.032311                 6.000000                 0.800000                 0.436332                 20                       8                        7                        
0.895895                 -0.332795                0.093601                 -0.899507                0.047700                 9.000000                 0.800000                 0.436332                 20                       8                        7                        
0.968895                 -0.352895                0.115601                 -0.974249                0.054402                 10.000000                0.800000                 0.436332                 20                       8                        7                        
1.043895                 -0.375995                0.138601                 -1.051162                0.063130                 11.000000                0.800000                 0.436332                 20                       8                        7                        
1.118895                 -0.401095                0.158601                 -1.127419                0.077496                 12.000000                0.800000                 0.436332                 20                       8                        7                        
1.229895                 -0.452995                0.204601                 -1.242859                0.099015                 14.000000                0.800000                 0.436332                 20                       8                        7                        
1.326895                 -0.517495                0.260601                 -1.347324                0.115236                 16.000000                0.800000                 0.436332                 20                       8                        7                        
1.400895                 -0.587395                0.318601                 -1.430783                0.129893                 18.000000                0.800000                 0.436332                 20                       8                        7                        
1.444895                 -0.661295                0.318601                 -1.466725                0.194796                 20.000000                0.800000                 0.436332                 20                       8                        7                        
1.566895                 -0.746995                0.318601                 -1.572149                0.291567                 22.000000                0.800000                 0.436332                 20                       8                        7                        
1.666895                 -0.817995                0.318601                 -1.652371                0.386931                 24.000000                0.800000                 0.436332                 20                       8                        7                        
1.739895                 -0.854295                0.318601                 -1.703472                0.476363                 26.000000                0.800000                 0.436332                 20                       8                        7                        
1.800895                 -0.852895                0.318601                 -1.739670                0.564161                 28.000000                0.800000                 0.436332                 20                       8                        7                        
-0.531180                -0.136702                0.167929                 0.554487                 -0.053820                -12.000000               0.900000                 0.436332                 20                       8                        7                        
-0.247180                -0.191402                0.089929                 0.257290                 -0.054653                -8.000000                0.900000                 0.436332                 20                       8                        7                        
0.031820                 -0.237602                0.021929                 -0.030213                -0.024095                -4.000000                0.900000                 0.436332                 20                       8                        7                        
0.168820                 -0.257302                0.004929                 -0.168545                -0.010817                -2.000000                0.900000                 0.436332                 20                       8                        7                        
0.301820                 -0.273102                -0.003071                -0.301820                0.003071                 0.000000                 0.900000                 0.436332                 20                       8                        7                        
0.436820                 -0.287802                0.001929                 -0.436621                0.013317                 2.000000                 0.900000                 0.436332                 20                       8                        7                        
0.572820                 -0.305902                0.016929                 -0.572605                0.023070                 4.000000                 0.900000                 0.436332                 20                       8                        7                        
0.710820                 -0.328002                0.041929                 -0.711309                0.032602                 6.000000                 0.900000                 0.436332                 20                       8                        7                        
0.918820                 -0.371802                0.100929                 -0.923296                0.044049                 9.000000                 0.900000                 0.436332                 20                       8                        7                        
0.990820                 -0.390902                0.122929                 -0.997113                0.050993                 10.000000                0.900000                 0.436332                 20                       8                        7                        
1.064820                 -0.412902                0.138929                 -1.071765                0.066801                 11.000000                0.900000                 0.436332                 20                       8                        7                        
1.139820                 -0.436502                0.155929                 -1.147331                0.084461                 12.000000                0.900000                 0.436332                 20                       8                        7                        
1.249820                 -0.484402                0.192929                 -1.259368                0.115161                 14.000000                0.900000                 0.436332                 20                       8                        7                        
1.344820                 -0.544202                0.260929                 -1.364645                0.119862                 16.000000                0.900000                 0.436332                 20                       8                        7                        
1.416820                 -0.609502                0.330929                 -1.449738                0.123089                 18.000000                0.900000                 0.436332                 20                       8                        7                        
1.461820                 -0.680102                0.330929                 -1.486846                0.189001                 20.000000                0.900000                 0.436332                 20                       8                        7                        
1.586820                 -0.763802                0.330929                 -1.595242                0.287601                 22.000000                0.900000                 0.436332                 20                       8                        7                        
1.709820                 -0.838202                0.330929                 -1.696599                0.393128                 24.000000                0.900000                 0.436332                 20                       8                        7                        
1.812820                 -0.885202                0.330929                 -1.774421                0.497251                 26.000000                0.900000                 0.436332                 20                       8                        7                        
1.898820                 -0.897402                0.330929                 -1.831920                0.599249                 28.000000                0.900000                 0.436332                 20                       8                        7                        
-0.372189                -0.296021                0.141442                 0.393463                 -0.060969                -12.000000               0.200000                 0.523599                 20                       8                        7                        
-0.098189                -0.349021                0.045442                 0.103558                 -0.031335                -8.000000                0.200000                 0.523599                 20                       8                        7                        
0.165811                 -0.395621                -0.002558                -0.165586                -0.009015                -4.000000                0.200000                 0.523599                 20                       8                        7                        
0.292811                 -0.416221                -0.013558                -0.293106                0.003330                 -2.000000                0.200000                 0.523599                 20                       8                        7                        
0.415811                 -0.433021                -0.016558                -0.415811                0.016558                 0.000000                 0.200000                 0.523599                 20                       8                        7                        
0.540811                 -0.447921                -0.015558                -0.539939                0.034422                 2.000000                 0.200000                 0.523599                 20                       8                        7                        
0.669811                 -0.465921                -0.006558                -0.667722                0.053265                 4.000000                 0.200000                 0.523599                 20                       8                        7                        
0.800811                 -0.487721                0.009442                 -0.797411                0.074317                 6.000000                 0.200000                 0.523599                 20                       8                        7                        
1.004811                 -0.531721                0.057442                 -1.001426                0.100452                 9.000000                 0.200000                 0.523599                 20                       8                        7                        
1.075811                 -0.550721                0.078442                 -1.073089                0.109562                 10.000000                0.200000                 0.523599                 20                       8                        7                        
1.149811                 -0.572921                0.104442                 -1.148614                0.116871                 11.000000                0.200000                 0.523599                 20                       8                        7                        
1.214811                 -0.593621                0.130442                 -1.215385                0.124981                 12.000000                0.200000                 0.523599                 20                       8                        7                        
1.330811                 -0.641621                0.186442                 -1.336385                0.141048                 14.000000                0.200000                 0.523599                 20                       8                        7                        
1.431811                 -0.695421                0.242442                 -1.443171                0.161610                 16.000000                0.200000                 0.523599                 20                       8                        7                        
1.516811                 -0.757021                0.304442                 -1.536651                0.179178                 18.000000                0.200000                 0.523599                 20                       8                        7                        
1.580811                 -0.826521                0.304442                 -1.589602                0.254587                 20.000000                0.200000                 0.523599                 20                       8                        7                        
1.674811                 -0.908221                0.304442                 -1.666904                0.345121                 22.000000                0.200000                 0.523599                 20                       8                        7                        
1.735811                 -0.978321                0.304442                 -1.709570                0.427896                 24.000000                0.200000                 0.523599                 20                       8                        7                        
1.724811                 -1.003721                0.304442                 -1.683709                0.482476                 26.000000                0.200000                 0.523599                 20                       8                        7                        
1.730811                 -0.994521                0.304442                 -1.671143                0.543760                 28.000000                0.200000                 0.523599                 20                       8                        7                        
-0.380901                -0.293327                0.140966                 0.401886                 -0.058692                -12.000000               0.300000                 0.523599                 20                       8                        7                        
-0.105901                -0.346527                0.044966                 0.111129                 -0.029790                -8.000000                0.300000                 0.523599                 20                       8                        7                        
0.160099                 -0.392727                -0.003034                -0.159920                -0.008141                -4.000000                0.300000                 0.523599                 20                       8                        7                        
0.287099                 -0.413327                -0.013034                -0.287379                0.003006                 -2.000000                0.300000                 0.523599                 20                       8                        7                        
0.411099                 -0.430127                -0.017034                -0.411099                0.017034                 0.000000                 0.300000                 0.523599                 20                       8                        7                        
0.537099                 -0.445127                -0.015034                -0.536247                0.033769                 2.000000                 0.300000                 0.523599                 20                       8                        7                        
0.666099                 -0.463227                -0.007034                -0.663986                0.053481                 4.000000                 0.300000                 0.523599                 20                       8                        7                        
0.798099                 -0.485027                0.008966                 -0.794664                0.074507                 6.000000                 0.300000                 0.523599                 20                       8                        7                        
1.003099                 -0.529327                0.056966                 -0.999660                0.100654                 9.000000                 0.300000                 0.523599                 20                       8                        7                        
1.074099                 -0.548527                0.077966                 -1.071319                0.109734                 10.000000                0.300000                 0.523599                 20                       8                        7                        
1.148099                 -0.570727                0.103966                 -1.146843                0.117012                 11.000000                0.300000                 0.523599                 20                       8                        7                        
1.214099                 -0.591827                0.130966                 -1.214797                0.124321                 12.000000                0.300000                 0.523599                 20                       8                        7                        
1.329099                 -0.639727                0.185966                 -1.334608                0.141096                 14.000000                0.300000                 0.523599                 20                       8                        7                        
1.430099                 -0.694327                0.241966                 -1.441394                0.161596                 16.000000                0.300000                 0.523599                 20                       8                        7                        
1.513099                 -0.756327                0.303966                 -1.532973                0.178484                 18.000000                0.300000                 0.523599                 20                       8                        7                        
1.574099                 -0.825727                0.303966                 -1.583132                0.252739                 20.000000                0.300000                 0.523599                 20                       8                        7                        
1.672099                 -0.907427                0.303966                 -1.664211                0.344547                 22.000000                0.300000                 0.523599                 20                       8                        7                        
1.730099                 -0.975427                0.303966                 -1.704158                0.426008                 24.000000                0.300000                 0.523599                 20                       8                        7                        
1.728099                 -1.000327                0.303966                 -1.686455                0.484346                 26.000000                0.300000                 0.523599                 20                       8                        7                        
1.737099                 -0.989527                0.303966                 -1.676471                0.547132                 28.000000                0.300000                 0.523599                 20                       8                        7                        
-0.398944                -0.281208                0.142537                 0.419861                 -0.056477                -12.000000               0.400000                 0.523599                 20                       8                        7                        
-0.121944                -0.334508                0.046537                 0.127234                 -0.029113                -8.000000                0.400000                 0.523599                 20                       8                        7                        
0.146056                 -0.380708                -0.001463                -0.145802                -0.008729                -4.000000                0.400000                 0.523599                 20                       8                        7                        
0.274056                 -0.401208                -0.011463                -0.274289                0.001892                 -2.000000                0.400000                 0.523599                 20                       8                        7                        
0.399056                 -0.418008                -0.015463                -0.399056                0.015463                 0.000000                 0.400000                 0.523599                 20                       8                        7                        
0.527056                 -0.433008                -0.014463                -0.526230                0.032848                 2.000000                 0.400000                 0.523599                 20                       8                        7                        
0.657056                 -0.451108                -0.005463                -0.655074                0.051284                 4.000000                 0.400000                 0.523599                 20                       8                        7                        
0.790056                 -0.473108                0.010537                 -0.786829                0.072104                 6.000000                 0.400000                 0.523599                 20                       8                        7                        
0.996056                 -0.517608                0.058537                 -0.992950                0.098001                 9.000000                 0.400000                 0.523599                 20                       8                        7                        
1.068056                 -0.536808                0.079537                 -1.065641                0.107137                 10.000000                0.400000                 0.523599                 20                       8                        7                        
1.142056                 -0.559008                0.104537                 -1.141020                0.115298                 11.000000                0.400000                 0.523599                 20                       8                        7                        
1.211056                 -0.581008                0.131537                 -1.211940                0.123130                 12.000000                0.400000                 0.523599                 20                       8                        7                        
1.324056                 -0.628408                0.186537                 -1.329853                0.139322                 14.000000                0.400000                 0.523599                 20                       8                        7                        
1.424056                 -0.684708                0.243537                 -1.436018                0.158420                 16.000000                0.400000                 0.523599                 20                       8                        7                        
1.504056                 -0.747508                0.305537                 -1.524858                0.174196                 18.000000                0.400000                 0.523599                 20                       8                        7                        
1.560056                 -0.817108                0.305537                 -1.570473                0.246460                 20.000000                0.400000                 0.523599                 20                       8                        7                        
1.666056                 -0.899808                0.305537                 -1.659196                0.340827                 22.000000                0.400000                 0.523599                 20                       8                        7                        
1.723056                 -0.966108                0.305537                 -1.698363                0.421708                 24.000000                0.400000                 0.523599                 20                       8                        7                        
1.734056                 -0.992208                0.305537                 -1.692498                0.485545                 26.000000                0.400000                 0.523599                 20                       8                        7                        
1.748056                 -0.980308                0.305537                 -1.686883                0.550890                 28.000000                0.400000                 0.523599                 20                       8                        7                        
-0.423176                -0.258640                0.144108                 0.443890                 -0.052975                -12.000000               0.500000                 0.523599                 20                       8                        7                        
-0.144176                -0.312440                0.047108                 0.149329                 -0.026584                -8.000000                0.500000                 0.523599                 20                       8                        7                        
0.126824                 -0.358640                0.000108                 -0.126508                -0.008954                -4.000000                0.500000                 0.523599                 20                       8                        7                        
0.256824                 -0.379140                -0.010892                -0.257048                0.001923                 -2.000000                0.500000                 0.523599                 20                       8                        7                        
0.383824                 -0.395840                -0.013892                -0.383824                0.013892                 0.000000                 0.500000                 0.523599                 20                       8                        7                        
0.512824                 -0.410740                -0.012892                -0.512062                0.030782                 2.000000                 0.500000                 0.523599                 20                       8                        7                        
0.644824                 -0.429040                -0.003892                -0.642982                0.048864                 4.000000                 0.500000                 0.523599                 20                       8                        7                        
0.778824                 -0.451140                0.012108                 -0.775824                0.069368                 6.000000                 0.500000                 0.523599                 20                       8                        7                        
0.986824                 -0.495740                0.059108                 -0.983921                0.095993                 9.000000                 0.500000                 0.523599                 20                       8                        7                        
1.058824                 -0.515040                0.081108                 -1.056823                0.103987                 10.000000                0.500000                 0.523599                 20                       8                        7                        
1.132824                 -0.537140                0.106108                 -1.132258                0.111995                 11.000000                0.500000                 0.523599                 20                       8                        7                        
1.206824                 -0.560240                0.133108                 -1.208127                0.120714                 12.000000                0.500000                 0.523599                 20                       8                        7                        
1.318824                 -0.607240                0.188108                 -1.325157                0.136532                 14.000000                0.500000                 0.523599                 20                       8                        7                        
1.417824                 -0.665740                0.245108                 -1.430461                0.155193                 16.000000                0.500000                 0.523599                 20                       8                        7                        
1.494824                 -0.729840                0.307108                 -1.516564                0.169849                 18.000000                0.500000                 0.523599                 20                       8                        7                        
